2,Community Name,,Used For,Alternate Names/Spellings,Cultural Affiliations,Political Affiliations,Language(s),Treaty/Agreement/Settlement,Band #,Reserve/Settlement Name,Reserve/Settlement Location (NRCan),Source(s),Notes,Vetted by,Vetted date,,,,,,,,,,,,,,,
671,Stoney Nakoda (Iyarhe Nakoda),,"Stony Nakoda
Iyethkabi
Mountain Stoneys
Mountain Sioux
Rocky Mountain Stoney
Rocky Mountain Sioux
Assiniboine",,,,"Nakoda/Stoney (Isga I'abi)
English",,,,,,,,,,,,,,,,,,,,,,,
672,Sts'ailes,,Chehalis,,Coast Salish,,"Halq’eméylem
English",,559,"Chehalis 5
Chehalis 6
Pekw'Xe:yles","http://www4.rncan.gc.ca/search-place-names/unique/JDKAJ
http://www4.rncan.gc.ca/search-place-names/unique/JDKAK
http://www4.rncan.gc.ca/search-place-names/unique/JDIEO","http://www.stsailes.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=559","""The beating heart.""","Morning Star Padilla
Tim Knight","10Aug2018
19Jun2019",,,,,,,,,,,,,,,
673,Stswecem’c/Xgat’tem,,Canoe/Dog Creek,,Northern Secwepemc te Qelmucw,Northern Shuswap Tribal Council,Secwepemctsín,,,,,https://canoecreekband.ca/,Canoe & Dog Creek,Morning Star Padilla,16Aug2018,,,,,,,,,,,,,,,
674,Sturgeon Lake,,Sturgeon Lake First Nation,,,Prince Albert Grand Council,,Treaty 6,360,,,https://www.pagc.sk.ca/first-nations/sturgeon-lake/,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
675,Sturgeon Lake Cree Nation,,,,Cree,Western Cree Tribal Council,"Nêhîyawêwin/ Nehiyawewin (Cree)
English",Treaty 8,455,"Sturgeon Lake 154
Sturgeon Lake 154A
Sturgeon Lake 154B","http://www4.rncan.gc.ca/search-place-names/unique/IAUDE
http://www4.rncan.gc.ca/search-place-names/unique/IAUDF
http://www4.rncan.gc.ca/search-place-names/unique/IAUDG","http://www.sturgeonlake.ca
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=455",Northern Alberta - Sturgeon Lake.,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
676,Stz'uminus First Nation,,Chemainus,St’éts’en,"Coast Salish
Hul’q’umi’num Mustimuhw","Hul'qumi'num Treaty Group
Naut'sa mawt Tribal Council","Hul'q'umi'num'
English",,641,"Chemainus 13
Oyster Bay 12
Say-La-Quas 10
Squaw-Hay-One 11","http://www4.rncan.gc.ca/search-place-names/unique/JDKLJ
http://www4.rncan.gc.ca/search-place-names/unique/JDKLL
http://www4.rncan.gc.ca/search-place-names/unique/JDKLM
http://www4.rncan.gc.ca/search-place-names/unique/JDKLK","http://www.stzuminus.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=641",,"Morning Star Padilla
Tim Knight","10Aug2018
19Jun2019",,,,,,,,,,,,,,,
677,Sucker Creek Cree First Nation,,,,Cree,Lesser Slave Lake Indian Regional Council,"Nêhîyawêwin/ Nehiyawewin (Cree)
English",Treaty 8,456,Sucker Creek 150A,http://www4.rncan.gc.ca/search-place-names/unique/IAUEX,"http://www.scfn.ca/index.php
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=456",Northern Alberta - 22 km east of High Prairies.,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
678,Sudbury Métis Nation of Ontario Charter Community,,,,Métis,Métis Nation of Ontario,,,,,,,,,,,,,,,,,,,,,,,,
679,Sumas First Nation,,,Sema:th,#REF!,Stó:lō Nation,"Halq'eméylem
English",,578,"Pekw'Xe:yles (Peckquaylis)
Upper Sumas 6","no NRCan lising
http://www4.rncan.gc.ca/search-place-names/unique/JDJNI","http://www.sumasfirstnation.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=578",Community website is unavailable using version archived at the Internet Archive: https://web.archive.org/web/20190123031322/http://www.sumasfirstnation.com/.,"Morning Star Padilla
Tim Knight","15Aug2018
20Jun2019",,,,,,,,,,,,,,,
680,Sunchild First Nation,,,,Cree,Confederacy of Treaty Six First Nations,"Nêhîyawêwin/ Nehiyawewin (Cree)
English",Treaty 6,434,Sunchild 202,http://www4.rncan.gc.ca/search-place-names/unique/IAUBJ,http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=434,,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
681,Sunset Métis Nation of Ontario Charter Community,,,,Métis,Métis Nation of Ontario,,,,,,,,,,,,,,,,,,,,,,,,
682,Superior North Shore Métis Nation of Ontario Charter Community,,,,Métis,Métis Nation of Ontario,,,,,,,,,,,,,,,,,,,,,,,,
683,Swan Lake First Nation,,,,Anishnabek,Dakota Ojibway Tribal Council,"Saulteaux
English",Treaty 1,293,"Indian Gardens 8
Swan Lake 7
Swan Lake 7A
Swan Lakw First Nation 8A","http://www4.rncan.gc.ca/search-place-names/unique/GBPFZ
http://www4.rncan.gc.ca/search-place-names/unique/GBPHT
http://www4.rncan.gc.ca/search-place-names/unique/GZABP
http://www4.rncan.gc.ca/search-place-names/unique/GZABC","https://www.swanlakefn.ca/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=293",,Tim Knight,14Jun2019,,,,,,,,,,,,,,,
684,Swan River First Nation,,,,Woodland Cree,Lesser Slave Lake Indian Regional Council,"Nêhîyawêwin/ Nehiyawewin (Cree)
English",Treaty 8,457,"Assineau River 150F
Swan River 150E","http://www4.rncan.gc.ca/search-place-names/unique/IAUDH;
http://www4.rncan.gc.ca/search-place-names/unique/IAUDI","https://swanriverfirstnation.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=457",Northern Alberta - 50 km west of Slave Lake.,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
685,Sweetgrass,,Sweetgrass First Nation,,,Battlefords Agency Tribal Chiefs Inc.,,Treaty 6,348,,,,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
686,Sxe'xn'x,,Shackan,,,Nicola Tribal Association,Nłeʔkepmxcin,,,,,http://www.shackan.ca/aboutus.htm,Lytton,Morning Star Padilla,16Aug2018,,,,,,,,,,,,,,,
687,Sylix,,Okanagan,"Sqilxw, Suqnaqinx",,,,,,,,,,Morning Star Padilla,17Aug2018,,,,,,,,,,,,,,,
688,T'it'q'et,,Lillooet,,,"St'át'imc Government Services, Lillooet Tribal Council, 
 St'át'imc Chiefs Council",St'at'imcets,,,,,http://www.titqet.org/,Lillooet,Morning Star Padilla,17Aug2018,,,,,,,,,,,,,,,
689,T'Sou-ke Nation,,"Sooke
T'Sou-ke First Nation",,,Te'mexw Treaty Association,"Senćoŧen
T'Sou-ke
English",Douglas Treaty,657,"T'Sou-ke 1
T'Sou-ke 2","http://www4.rncan.gc.ca/search-place-names/unique/JDKMQ
http://www4.rncan.gc.ca/search-place-names/unique/JDKMU","http://www.tsoukenation.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=657",,"Morning Star Padilla
Tim Knight","15Aug2018
20Jun2019",,,,,,,,,,,,,,,
690,T’exelc,,Williams Lake,T’exelcemc,Northern Secwepemc te Qelmucw,Northern Shuswap Tribal Council,Secwepemctsín,,,,,,Williams Lake a.k.a. Sugar Cane,Morning Star Padilla,16Aug2018,,,,,,,,,,,,,,,
691,Ta’an Kwäch’än Council,,Ta’an Kwäch’än Council,,"Southern Tutchone
Tagish
Tlingit","Council of Yukon First Nations
Southern Tutchone Tribal Council",Southern Tutchone,"Ta'an Kwach'an Council Final Agreement (January 13, 2002)
Ta'an Kwach'an Council Self-Government Agreement (January 13, 2002)",508,Lake Laberge 1,http://www4.rncan.gc.ca/search-place-names/unique/KAIGD,"http://taan.ca
https://www.cyfn.ca/nations/taan-kwachan-council
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=508","""On 14 February 1987, the Ta’an Kwäch’än re-established themselves as a distinct First Nation. The Council for Yukon Indians (now the Council of Yukon First Nations) recognized the Ta’an Kwäch’än Council in 1987, followed by the Department of Indian Affairs in 1998.""",Tim Knight,21Mar2019,,,,,,,,,,,,,,,
692,Tahltan,,,,,Tahltan Central Government,Tāłtān,,,,,http://tahltan.org/,Dease Lake,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
693,Tahltan,,,,,Tahltan Central Government,Tāłtān,,,,,http://iskut.org/,Iskut,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
694,Takla,,North Takla and Fort Connelly,Takla Lake,,Carrier Sekani Tribal Council,Dakelh,,,,,http://www.taklafn.ca/,Takla Landing,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
695,Taku River Tlingit,,,,,,Łingít,,,,,http://trtfn.com/,Atlin,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
696,Tallcree First Nation,,Tallcree Tribal Government,,Anishinabe,North Peace TribalCouncil,"Nêhîyawêwin/ Nehiyawewin (Cree)
English",Treaty 8,446,"Beaver Ranch 163
Beaver Ranch 163A
Beaver Ranch 163B
Fort Vermilion 173B
Tall Cree 173
Tall Cree 173A
Wadlin Lake 173C","http://www4.rncan.gc.ca/search-place-names/unique/IAUCL
http://www4.rncan.gc.ca/search-place-names/unique/IZAAB
http://www4.rncan.gc.ca/search-place-names/unique/IZAAC
http://www4.rncan.gc.ca/search-place-names/unique/IAUFL
http://www4.rncan.gc.ca/search-place-names/unique/IAUCM
http://www4.rncan.gc.ca/search-place-names/unique/IAUCN
http://www4.rncan.gc.ca/search-place-names/unique/IZAAD","https://www.tallcreefirstnation.ca/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=446",Northern Alberta - Fort Vermillion.,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
697,Taloyoak,,Spence Bay,"ᑕᓗᕐᔪᐊ ᖅ
 Talurjuaq",Inuit: Nattilingmiut,"Hamlet, Kitikmeot Region, NLCA",,Nunavut Land Claim Agreement (NLCA),n/a,,69°32′13″N 093°31′36″W Nunavut,"ICSP Toolkit Community Profiles http://www.buildingnunavut.com/en/communityprofiles/communityprofiles.asp
GN document ""Community_Name""
Wikipedia","Inuktitut name adopted 1 July 1992. It may mean ""large blind"", referring to a stone caribou blind or a screen used for caribou hunting.",Carol Rigby,08Mar2019,,,,,,,,,,,,,,,
698,Tasiujaq,,,ᑕᓯᐅᔭᖅ,Inuit,"Kativik Regional Government
Makivik Corporation","Inuktitut
English
French",James Bay/Northern Quebec,n/a,,"Nunavik, Quebec","http://www.makivik.org/tasiujaq
http://www.makivik.org/our-communities
http://www.krg.ca/iu/home-iu/nunavik-maps","Tasiujaq: ""which resembles a lake""","Carol Rigby
(Tim Knight)",10Mar2019,,,,,,,,,,,,,,,
699,Tataskweyak Cree Nation,,,Split Lake Cree,Cree,Keewatin Tribal Council,"Cree
English",,306,"Split Lake 171
Split Lake 171A
Split Lake 171B","http://www4.rncan.gc.ca/search-place-names/unique/GBPHP
http://www4.rncan.gc.ca/search-place-names/unique/GBPHR
http://www4.rncan.gc.ca/search-place-names/unique/GBPHQ","http://tcnmb.ca/
http://www.ktc.ca/up-coming-events/tataskweyak/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=306",,Tim Knight,14Jun2019,,,,,,,,,,,,,,,
700,Taykwa Tagamou Nation,,"New Post First Nation
Taykwa Tagamou Nation (New Post)",,"Anishnabek
Cree","Nishnawbe-Aski Nation
Mushkegowuk Council","Cree
English",Treaty 9,145,"New Post 69
New Post 69A","http://www4.rncan.gc.ca/search-place-names/unique/FETAA
http://www4.rncan.gc.ca/search-place-names/unique/FOBLS","http://www.taykwatagamounation.com
http://www.firstnation.ca/taykwa-tagamou-nation-new-post
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=145",,Tim Knight,07Mar2019,,,,,,,,,,,,,,,
701,Temagami First Nation,,Teme-Augama Anishnabai,,Anishnabek,"Independent
Teme-Augama Anishnabai Chief & Council
Temagami First Nation Chief & Council","Anishinaabemowin
English",Robinson-Huron Treaty,222,Bear Island 1,http://www4.rncan.gc.ca/search-place-names/unique/FESXM,"https://www.temagamifirstnation.ca
http://www.firstnation.ca/temagami
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=222",,Tim Knight,07Mar2019,,,,,,,,,,,,,,,
702,Temiskaming Métis Nation of Ontario Charter Community,,,,Métis,Métis Nation of Ontario,,,,,,,,,,,,,,,,,,,,,,,,
703,Teslin Tlingit Council,,Teslin Indian Band,,"Kùkhhittàn (Raven Child Clan)
Ishkìtàn (Frog Clan)
Yanyèdí (Wolf Clan)
Dèshitàn (Beaver Clan)
Dakhl’awèdí (Eagle Clan)",Council of Yukon First Nations,Tlingit,"Teslin Tlingit Council Final Agreement (May 29, 1993)
Teslin Tlingit Council Self-Government Agreement (May 29, 1993)",499,"Teslin
Teslin Post 13","http://www4.rncan.gc.ca/search-place-names/unique/KAGQJ
http://www4.rncan.gc.ca/search-place-names/unique/KAIGH","http://www.ttc-teslin.com
https://www.cyfn.ca/nations/teslin-tlingit-council
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=499",descendants of the Taku Qwan,Tim Knight,21Mar2019,,,,,,,,,,,,,,,
704,Thames Blue Water Métis,,,,Métis,Métis Nation of Ontario,,,,,,,,,,,,,,,,,,,,,,,,
705,The Key,,The Key First Nation,,,Yorkton Tribal Council,,,368,,,,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
706,Thebati Dene Suline,,Smith’s Landing First Nation,,Dene,,"Dene
English",Treaty 8,477,"ɂejere K'elni Kųe 196L
Hokedhe Túe 196E
K'I Túe 196D
Li Dezé 196C
Thabacha Náre 196A
Thebathi 196
Tsu K'Adhe Túe 196F
Tsu Nedehe Tue 196H
Tsu Túe 196G
Tthe Jere Ghaili 196B","http://www4.rncan.gc.ca/search-place-names/unique/IBACK
http://www4.rncan.gc.ca/search-place-names/unique/IZAAN
http://www4.rncan.gc.ca/search-place-names/unique/IZAAM
http://www4.rncan.gc.ca/search-place-names/unique/IZAAL
http://www4.rncan.gc.ca/search-place-names/unique/IZAAR
http://www4.rncan.gc.ca/search-place-names/unique/IZAAQ
http://www4.rncan.gc.ca/search-place-names/unique/IZAAO
http://www4.rncan.gc.ca/search-place-names/unique/IBACL
http://www4.rncan.gc.ca/search-place-names/unique/IZAAP
http://www4.rncan.gc.ca/search-place-names/unique/IZAAK","https://www.slfn196.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=477",,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
707,Thessalon First Nation,,,,"Anishnabek
Ojibway","Union of Ontario Indians
North Shore Tribal Council","Ojibwemowin
English",Robinson-Huron Treaty,202,Thessalon 12,http://www4.rncan.gc.ca/search-place-names/unique/FETBU,"https://www.thessalonfirstnation.ca
http://www.firstnation.ca/thessalon
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=202",,Tim Knight,07Mar2019,,,,,,,,,,,,,,,
708,Thunder Bay Métis Nation of Ontario Charter Community,,,,Métis,Métis Nation of Ontario,,,,,,,,,,,,,,,,,,,,,,,,
709,Thunderchild,,Thunderchild First Nation,,,-,,Treaty 6,349,,,http://www.thunderchild.ca/,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
710,Timiskaming First Nation,,TFN (Timiskaming First Nation),,Algonquin,Algonquin Nation Programs and Services Secretariat,"Algonquin
French
English",,64,,"Timiskaming/ Notre-Dame-du-Nord, Quebec","https://atfn.ca/index.html
http://fnp-ppn.aadnc-aandc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=64
https://www.aadnc-aandc.gc.ca/Mobile/Nations/profile_timiskaming-eng.html
http://id.loc.gov/authorities/names/no2015140424",,Robin Desmeules,27May2019,,,,,,,,,,,,,,,
711,Timmins Métis Nation of Ontario Charter Community,,,,Métis,Métis Nation of Ontario,,,,,,,,,,,,,,,,,,,,,,,,
712,Tjipogtotjg MicMac Band,,Buctouche MicMac Band,Buctouche First Nation,Mi'kmaq,North Shore MicMac District Council,"Mi'kmaw
English",Peace and Friendship Treaties,4,"Buctouche 16
Buctouche Micmac Band Extension",3.2 km sw of Bouctouche,"http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=4 http://buctouchemicmacband.ca/
https://www.nsmdc.ca/
https://www.thecanadianencyclopedia.ca/en/article/peace-and-friendship-treaties",,"Nathelie Mainville
Patricia Knockwood",2019-06-14,,,,,,,,,,,,,,,
713,Tk’emlúps,,Kamloops,,,Shuswap Nation Tribal Council,Secwepemctsín,,,,,https://tkemlups.ca/,Kamloops,Morning Star Padilla,16Aug2018,,,,,,,,,,,,,,,
714,Tl'azt'en,,Carrier,,,Carrier Sekani Tribal Council,Dakelh,,,,,http://tlaztennation.ca/,Stewart Lake,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
715,Tl'etinqox,,,"Anaham, Tl'etinqox-t'in",,Tŝilhqot'in National Government,Tsilhqot'in,,,,,https://www.tletinqox.ca/,West of Williams Lake,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
716,Tl’esqox,,,Toosey,,"Tŝilhqot'in National Government, Carrier Chilcotin Tribal Council",Tsilhqot'in,,,,,http://www.tsilhqotin.ca/,Alexis Creek,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
717,Tl’ulpalus,,,Kilpahlas,"Coast Salish
Hul’q’umi’num Mustimuhw","Hul'qumi'num Treaty Group
Cowichan Tribes","Halq'eméylem
Hul’q’umi’num’
English",,,,,,See also Cowichan Tribes.,"Morning Star Padilla
Tim Knight","10Aug2018
19Jun2019",,,,,,,,,,,,,,,
718,Tla-o-qui-aht (People),,Clayoquot,,Central Region,Nuu-chah-nulth Tribal Council,Nuučaan̓uɫ,,,,,http://www.tla-o-qui-aht.org/,Tofino,Morning Star Padilla,24Aug2018,,,,,,,,,,,,,,,
719,Tla'amin Nation,,Sliammon,ɬaʔəmen,Coast Salish: K'omoks,Naut'sa mawt Tribal Council,ɬaʔəmen (ʔay̓aǰuθəm / Éy7á7juuthem - mainland),Tla’amin Final Agreement,554,"Harwood Island 2
Kahkaykay 6
Paukeanum 3
Sliammon 1
Tokenatch 5
Toquana 4","no NRCan listing
no NRCan listing
no NRCan listing
no NRCan listing
no NRCan listing
no NRCan listing","http://www.tlaaminnation.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=554",,"Morning Star Padilla
Tim Knight","10Aug2018
18Jun2019",,,,,,,,,,,,,,,
720,Tlatlasikwala (People),,,,,Kwakiutl District Council,Kwak̓wala,,,,,http://www.tlatlasikwala.com/,Northern Vancouver Island,Morning Star Padilla,24Aug2018,,,,,,,,,,,,,,,
721,Tlicho,,Dogrib,Edzoo,,,,,n/a,,62°47'N/116°02'W / 85-K,NWT Place Name Gazette,Locality in Behchokǫ̀; named for Tłı̨chǫ Chief Edzo.; Traditional pronounciation: ed-zo; Translation:,Lisc Daley,14Sep2018,,,,,,,,,,,,,,,
722,Tootinaowaziibeeng Treaty Reserve,,Tootinaowaziibeeng First Nation,,,West Region Tribal Council,,Treaty 4,292,"Treaty Four Reserve Grounds 77
Valley River 63A","http://www4.rncan.gc.ca/search-place-names/unique/HAYGA
http://www4.rncan.gc.ca/search-place-names/unique/GBPHX","https://www.facebook.com/groups/1502432116642039/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=292
https://www.aadnc-aandc.gc.ca/eng/1418853369350/1418854433358#chp1",Located in Treaty 2 but are signatory to Treaty 4.,Tim Knight,14Jun2019,,,,,,,,,,,,,,,
723,Toquaht (People),,,,Central Region,"Nuu-chah-nulth Tribal Council, Maa-nulth First Nations Treaty Society",Nuučaan̓uɫ,,,,,http://www.toquaht.ca/our-culture/,Ucluelet,Morning Star Padilla,24Aug2018,,,,,,,,,,,,,,,
724,Toronto & York Region Métis Nation of Ontario Charter Community,,,,Métis,Métis Nation of Ontario,,,,,,,,,,,,,,,,,,,,,,,,
725,Touchwood Agency Tribal Council,,,,,,,,,,,http://www.touchwoodagency.ca/,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
726,Tr'ondëk Hwëch'in,,"Dawson First Nation
Tr'ondëk Hwëch'in First Nation",,,Council of Yukon First Nations,Hän,"Tr'ondëk Hwëch'in Final Agreement (July 16, 1998)
Tr'ondëk Hwëch'in Self-Government Agreement (July 16, 1998)",494,"Dawson City
Moosehide Creek 2","http://www4.rncan.gc.ca/search-place-names/unique/KABPC
http://www4.rncan.gc.ca/search-place-names/unique/KAIGE","http://www.trondek.ca
https://www.cyfn.ca/nations/trondek-hwechin/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=494",,Tim Knight,22Mar2019,,,,,,,,,,,,,,,
727,Ts’elxweyeqw Tribe,,,,,,,,,,,http://www.ttml.ca/,"""Ts’elxweyeqw Tribe Members: Aitchelitz/Ăthelets; Skowkale/Sq’ewqéyl; Shxwhá:y/Shxwhá:y; Soowahlie/Th’ewá:li; Squiala/Sxwoyehálá; Tzeachten/Ch’íyáqtel; Yakweakwioose/Yeqwyeqwí:ws.""",Tim Knight,21Jun2019,,,,,,,,,,,,,,,
728,Ts'il Kaz Koh,,Burns Lake Band,,,Carrier Sekani Tribal Council,Dakelh,,,,,http://www.carriersekani.ca/about-cstc/member-nations/tsil-kaz-koh,Burns Lake,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
729,Ts'kw'aylaxw,,Pavilion,,St'át'imc,St'át'imc Government Services,Secwepemctsín,,,,,http://www.tskwaylaxw.com/,"Pavilion
Also listed under St'at'imc",Morning Star Padilla,16Aug2018,,,,,,,,,,,,,,,
730,Ts'kw'áylaxw,,Pavilion,,Secwepemc (Pavilion),"St'át'imc Government Services, Lillooet Tribal Council, St'át'imc Chiefs Council",St'at'imcets,,,,,http://www.tskwaylaxw.com/,"Lillooet
Also listed under Secwepemc",Morning Star Padilla,17Aug2018,,,,,,,,,,,,,,,
731,Tsal'áhl,,Seton Lake,,,"St'át'imc Government Services, Lillooet Tribal Council, St'át'imc Chiefs Council",St'at'imcets,,,,,https://www.tsalalh.net/,Shalath,Morning Star Padilla,17Aug2018,,,,,,,,,,,,,,,
732,Tsartlip First Nation,,,W̱joƚeƚp,"Saanich Nation
Central Coast Salish","W̱SÁNEĆ Leadership Council
Te'mexw Treaty Association","Senćoŧen
English",Douglas Treaty,653,"Goldstream 13
Mayne Island 6
Senanus Island 10
South Saanich 1","http://www4.rncan.gc.ca/search-place-names/unique/JDKOR
http://www4.rncan.gc.ca/search-place-names/unique/JDKML
http://www4.rncan.gc.ca/search-place-names/unique/JDKMP
http://www4.rncan.gc.ca/search-place-names/unique/JDKMO","http://tsartlip.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=653",,"Morning Star Padilla
Tim Knight","29Aug2018
20Jun2019",,,,,,,,,,,,,,,
733,Tsawout First Nation,,,"Sⱦá,utw̱","Saanich Nation
Central Coast Salish","W̱SÁNEĆ Leadership Council
Te'mexw Treaty Association","Senćoŧen
English",Douglas Treaty,654,"Bare Island 9
East Saanich 2
Fulford Harbour 5
Goldstream 13
Pender Island 8
Saturna Island 7","http://www4.rncan.gc.ca/search-place-names/unique/JDKOP
http://www4.rncan.gc.ca/search-place-names/unique/JDKMN
http://www4.rncan.gc.ca/search-place-names/unique/JDKMM
http://www4.rncan.gc.ca/search-place-names/unique/JDKOR
http://www4.rncan.gc.ca/search-place-names/unique/JDKOS
http://www4.rncan.gc.ca/search-place-names/unique/JDKOQ","http://www.tsawout.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=654",,"Morning Star Padilla
Tim Knight","29Aug2018
20Jun2019",,,,,,,,,,,,,,,
734,Tsawwassen First Nation,,,Sc̓əwaθən məsteyəxʷ,Coast Salish,Naut'sa mawt Tribal Council,"Halq'eméylem hən̓q̓əmin̓əm̓
English",Tsawwassen First Nation Final Agreement,577,no reference at INAC FN profiles,,"http://tsawwassenfirstnation.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=577
https://web.archive.org/web/20070708193809/http://www.tsawwassenfirstnation.com/whoweare/factbook.pdf","""Land facing the sea.""
""Our 290-hectare (717 acre) reserve is located at Roberts Bank in Delta, on the southern Strait of Georgia near the Canada – U.S. border.""
The Tsawwassen First Nation Final Agreement was ratified by the Tsawwassen First Nation in July 2007, by the BC Legislature in November 2007, and by the Government of Canada on June 26, 2008, when it received Royal Assent by Parliament.","Morning Star Padilla
Tim Knight","10Aug2018
19Jun2019",,,,,,,,,,,,,,,
735,Tsay Keh Dene,,,,Sekani,,Tse’khene,,,,,http://www.tsaykeh.com/home,"Prince George, North Willison Lake",Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
736,Tse-shaht (People),,,,Southern Region,Nuu-chah-nulth Tribal Council,Nuučaan̓uɫ,,,,,https://tseshaht.com/,Port Alberni,Morning Star Padilla,24Aug2018,,,,,,,,,,,,,,,
737,Tse’khene,,"Sekani, McLeod Lake Indian Band, Fort Ware (Kwadacha) and Ingenika (Tseh Kay Dene)","Tsek’ene, Tsekani, Sicannie, Sikanni",Sekani,,Tse’khene,,,,,https://www.mlib.ca/,McLeod Lake,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
738,Tseycum First Nation,,,W̱síḵem,"Saanich Nation
Central Coast Salish","W̱SÁNEĆ Leadership Council
Te'mexw Treaty Association","Senćoŧen
English",Douglas Treaty,655,"Bare Island 9
Goldstream 13
Pender Island 8
Saturna Island 7
Union Bay 4","http://www4.rncan.gc.ca/search-place-names/unique/JDKOP
http://www4.rncan.gc.ca/search-place-names/unique/JDKOR
http://www4.rncan.gc.ca/search-place-names/unique/JDKOS
http://www4.rncan.gc.ca/search-place-names/unique/JDKOQ
http://www4.rncan.gc.ca/search-place-names/unique/JDKOT","http://www.tseycum.ca/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=655",,"Morning Star Padilla
Tim Knight","29Aug2018
20Jun2019",,,,,,,,,,,,,,,
739,Tŝi Deldel,,Alexis Creek,Redstone,,Tŝilhqot'in National Government,Tsilhqot'in,,,,,http://www.tsideldel.org/,West of Williams Lake,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
740,Tsiigehtchic,,Arctic Red River,Pedzéh Kı̨́,,Gwichya Gwich’in Council,,"Treaty 11
Gwich'in Comprehensive Land Claim Agreement (April 22, 1992)",n/a,,63°13'N/123°28'W / 95-O,NWT Place Name Gazette,"Gwich’in name. Officially changed from Arctic Red River on April 1, 1994. A Hudson’s Bay Company trading post was established here in the early 1900s. means ""Mouth of the iron river""",Lisc Daley,14Sep2018,,,,,,,,,,,,,,,
741,Tsilhqot’in,,Chilcotin,,,,,,,,,,,,,,,,,,,,,,,,,,,
