2,Community Name,,Used For,Alternate Names/Spellings,Cultural Affiliations,Political Affiliations,Language(s),Treaty/Agreement/Settlement,Band #,Reserve/Settlement Name,Reserve/Settlement Location (NRCan),Source(s),Notes,Vetted by,Vetted date,,,,,,,,,,,,,,,
247,High Land Waters Métis Nation of Ontario Charter Community,,,,Métis,Métis Nation of Ontario,,,,,,,,,,,,,,,,,,,,,,,,
248,Hinupsum,,,Khenipsen,"Coast Salish
Hul’q’umi’num Mustimuhw","Hul'qumi'num Treaty Group
Cowichan Tribes","Halq'eméylem
Hul’q’umi’num’
English",,,,,,See also Cowichan Tribes.,"Morning Star Padilla
Tim Knight","10Aug2018
19Jun2019",,,,,,,,,,,,,,,
249,Historic Sault Ste. Marie Métis Nation of Ontario Charter Community,,,,Métis,Métis Nation of Ontario,,,,,,,,,,,,,,,,,,,,,,,,
250,Hollow Water First Nation,,,,Ojibwe,Southeast Resource Development Council,Ojibwe,Treaty 5,263,,,https://www.serdc.mb.ca/communities/hollow-water,,,,,,,,,,,,,,,,,,
251,Hopedale,,,"Agvituk
Aqvituq
Apvitok","Inuit
Kablunangajuit
Non-Inuit",Nunatsiavut Government,"English, Inuttitut, Inuktitut",Labrador Inuit Land Claims Agreement (LILCA),n/a,,,http://www.amoscomenius.k12.nf.ca/ourcommunity.html,"Nunatsiavut Government was formed in 2005 after the signing of the Labrador Inuit Land Claims Agreement (LILCA), after this the Labrador Inuit Association (LIA) ceased to exist. Nunatsiavut, Newfoundland and Labrador.","Carol Rigby
(Tim Knight)",08Mar2019,,,,,,,,,,,,,,,
252,Hornepayne First Nation,,,,"Anishnabek
Ojibway
Cree","Nishnawbe-Aski Nation
Crees of Ontario
Matawa First Nations",English,Treaty 9,n/a,non-reserve community,no NRCan listing,"http://hpfn.ca
http://www.firstnation.ca/hornepayne","""We are not a reserve, Although we are recognized as a Native Community by Nishnawbe-Aski Nation.""
Location information from Wikipedia article.",Tim Knight,23Jan2019,,,,,,,,,,,,,,,
253,Horse Lake First Nation,,,Horse Lake Beaver Band (Former),Dane-zaa,Western Cree Tribal Council,"Athabaskan/Dene
Dane-zaa (Dane-zaa Záágéʔ)
English",Treaty 8,449,"Clear Hills 152C
Horse Lakes 152B","http://www4.rncan.gc.ca/search-place-names/unique/IAUDA
http://www4.rncan.gc.ca/search-place-names/unique/IAUDB","https://www.horselakefn.com/
https://web.archive.org/web/20140808033558/
http://www.aboriginal.alberta.ca/documents/MetisSettlementProfile.pdf
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=449",Northwestern Alberta - North of Grande Prairie.,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
254,Hul'qumi'num Treaty Group,,HTG,,,,,,,,,http://www.bctreaty.ca/hulquminum-treaty-group,"""Hul'qumi'num Treaty Group represents five communities: Cowichan Tribes, Halalt, Lyackson, Ts'uubaa-asatx, and Penelakut.""",Tim Knight,18Jun2019,,,,,,,,,,,,,,,
255,Hupač̓asatḥ,,Opetchesaht,,Southern Region,Nuu-chah-nulth Tribal Council,Nuučaan̓uɫ,,,,,https://hupacasath.ca/,Port Alberni,Morning Star Padilla,24Aug2018,,,,,,,,,,,,,,,
256,Huu-ay-aht (People),,,,Southern Region,"Nuu-chah-nulth Tribal Council, Maa-nulth First Nations Treaty Society",Nuučaan̓uɫ,,,,,https://hfngroup.ca/,Port Alberni,Morning Star Padilla,24Aug2018,,,,,,,,,,,,,,,
257,Hwulqwselu,,,Koksilah,"Coast Salish
Hul’q’umi’num Mustimuhw","Hul'qumi'num Treaty Group
Cowichan Tribes","Halq'eméylem
Hul’q’umi’num’
English",,,,,,See also Cowichan Tribes.,"Morning Star Padilla
Tim Knight","10Aug2018
19Jun2019",,,,,,,,,,,,,,,
258,Igloolik,,,"ᐃᒡᓗᓕᒃ
 Iglulik",Inuit: Iglulingmiut,"Hamlet, Qikiqtaaluk Region, NLCA",North Baffin Inuktitut,Nunavut Land Claim Agreement (NLCA),n/a,,69°22′34″N 081°47′58″W Nunavut,"ICSP Toolkit Community Profiles http://www.buildingnunavut.com/en/communityprofiles/communityprofiles.asp
GN document ""Community_Name""
Wikipedia","Inuktitut name means ""there is a house here"" referring to the sod houses originally in the area.",Carol Rigby,08Mar2019,,,,,,,,,,,,,,,
259,Indian Island First Nation,,Indian Island Indian Band,Elno Minigo,Mi'kmaq,North Shore MicMac District Council,"Mi'kmaw
English",Peace and Friendship Treaties,10,Indian island 28,8 km NE of Rexton,"http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=10
http://indianisland.ca/
https://www.thecanadianencyclopedia.ca/en/article/peace-and-friendship-treaties",,"Nathelie Mainville
Patricia Knockwood","2018-08-20
2019-06-14",,,,,,,,,,,,,,,
260,Innu,,Innu [Quebec] [Labrador],,,,,,,,[Quebec] [Labrador],,,,,,,,,,,,,,,,,,,
261,Innu (Montagnais),,Iroquois Confederacy,,,,,,,,[Quebec],,,,,,,,,,,,,,,,,,,
262,Innu Nation,,,,Innu,,Innu-aimun,,,,,"http://www.innu.ca
https://www.innu-aimun.ca/",Collective name for: Sheshatsiu Innu and Mushuau Innu ; Naskapi Montagnais Innu Association (former name); Sheshatshiu and Natuashish,,,,,,,,,,,,,,,,,
263,Innu Takuaikan Uashat Mak Mani-Utenam,,Innu Takuaikan Uashat Mak Mani-Utenam (First Nations); Uashat-Maliotenam; ITUM,,Innu,Conseil Tribal Mamuitun,"Innu-aimun
French",,80,,"Indian Reserve, ""Uashat 27"" http://www4.rncan.gc.ca/search-place-names/unique/ESKTB ; Indian Reserve, ""Malioténam 27A"" http://www4.rncan.gc.ca/search-place-names/unique/ESFQH","http://www.itum.qc.ca/page.php?rubrique=c_historiquecommunautaire
https://www.aadnc-aandc.gc.ca/Mobile/Nations/profile_uashatmaliotenam-eng.html
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=80",Existing authority: 1)http://id.loc.gov/authorities/names/no2015135196 ; 2) https://www.wikidata.org/wiki/Q7876357,Robin Desmeules,May 22/19,,,,,,,,,,,,,,,
264,Innue Essipit,,"Bande Innue Essipit, Innue Essipit (First Nation)",,Innu,Conseil Tribal Mamuitun/Regroupement Petapan?,"Innu-aimun
French",,86,,"Indian Reserve, ""Innue Essipit"" http://www4.rncan.gc.ca/search-place-names/unique/ESKHS","http://innu-essipit.com/essipit/historique.php
https://www.aadnc-aandc.gc.ca/Mobile/Nations/profile_essipit-eng.html
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=86
http://www.mamuitun.com/",Existing authority: 1) http://id.loc.gov/authorities/names/no2015134897 ; 2) https://www.wikidata.org/wiki/Q27691897,Robin Desmeules,May 15/19,,,,,,,,,,,,,,,
265,Innus d'Unamen Shipu,,"Montagnais d'Unamen Shipu, Montagnais de Unamen Shipu (First Nation)",,Innu,Mamit Innuat,"Innu-aimun
French",,84,,"Indian Reserve, ""Romaine 2"" http://www4.rncan.gc.ca/search-place-names/unique/ESKTT","http://www.mamit-innuat.com/membres/unamen_shipu.aspx
http://www.unamenshipu.com/
http://fnp-ppn.aadnc-aandc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=84
https://www.aadnc-aandc.gc.ca/Mobile/Nations_profile_laromaine-eng.html",Existing authority http://id.loc.gov/authorities/names/no2015133012 ; 2) https://www.wikidata.org/wiki/Q27691979/,Robin Desmeules,May 24/19,,,,,,,,,,,,,,,
266,Innus de Ekuanitshit,,"Mingan, Bande des Innus de Ekuanitshit",Innus of Ekuanitshit,Innu,Mamit Innuat,"Innu-aimun
French",,82,Mingan,"Indian Reserve, ""Mingan"" http://www4.rncan.gc.ca/search-place-names/unique/ELZXQ","http://www.mamit-innuat.com/membres/ekuanitshit.aspx
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=82
https://www.aadnc-aandc.gc.ca/Mobile/Nations/profile_mingan-eng.html",Main source of information from Tribal Council ; Existing authority at: http://id.loc.gov/authorities/names/no2015134926 ; 2) https://www.wikidata.org/wiki/Q27691927,Robin Desmeules,May 22/19,,,,,,,,,,,,,,,
267,Innus de Pakua Shipu,,"Montagnais de Pakua Shipi, 
Montagnais de Pakua Shipi (First Nation)",,Innu,Mamit Innuat,"Innu-aimun
French",,88,,"Amerindian Settlement, ""Pakuashipi"" http://www4.rncan.gc.ca/search-place-names/unique/ELZXY","http://www.mamit-innuat.com/membres/pakua_shipu.aspx
http://fnp-ppn.aadnc-aandc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=88
https://www.aadnc-aandc.gc.ca/Mobile/Nations/profile_pakuashipi-eng.html",Existing authority: 1) http://id.loc.gov/authorities/names/no2015133090 ; https://www.wikidata.org/wiki/Q27691967,Robin Desmeules,May 24/19,,,,,,,,,,,,,,,
268,Inuit,,,K'áhbamı̨́túé,Inuvialuit & Gwich'in territory,,,,n/a,,67°02'N/126°07'W / 96-M,NWT Place Name Gazette,"Named by Franklin for Andrew Colville, Gov. Hudson's Bay Co. (1852-1856); Traditional pronounciation: k-ah-ba-meenh-tway; Translation: ptarmigan net place",Lisc Daley,14Sep2018,,,,,,,,,,,,,,,
269,Inuit,,,,Inuit,,Inuktitut,,,,,http://www.nunatsiavut.com/visitors/labrador-inuit/,"Nunatsiavut, Nain, Hopedale, Postville, Makkovik, Rigolet",,,,,,,,,,,,,,,,,
270,Inukjuak,,,ᐃᓄᒃᔪᐊᒃ,Inuit,"Kativik Regional Government
Makivik Corporation","Inuktitut
English
French",James Bay/Northern Quebec,n/a,,"Nunavik, Quebec","http://www.makivik.org/inukjuak
http://www.makivik.org/our-communities/ 24/01/2019
http://www.krg.ca/iu/home-iu/nunavik-maps","Inukjuak: ""the giant""","Carol Rigby
(Tim Knight)",10Mar2019,,,,,,,,,,,,,,,
271,Inuvialuit,,,T'èɂehda,Inuvialuit & Gwich'in territory,,,,n/a,,62°25'N/114°18'W / 85-J,NWT Place Name Gazette,Traditional pronounciation: t-eh-eh-da; Translation: burnt point,Lisc Daley,14Sep2018,,,,,,,,,,,,,,,
272,Inuvik,,,Inuuvik,Inuvialuit & Gwich'in territory,"Inuvialuit Regional Corporation
Gwichya Gwich’in Council","English
Inuvialuktun
Inuinnaqtun
Inuktitut","Inuvialuit Final Agreement
Treaty 11
Gwich'in Comprehensive Land Claim Agreement (April 22, 1992)",n/a,,69°21'N/124°04'W / 97-C,"http://irc.inuvialuit.com/community/inuvik
https://www.inuvik.ca/en/index.asp","Derived from traditional spelling.; Traditional pronounciation: pall-a-tuck; Translation: place of coal; Inuvik: ""living place""","Lisc Daley
Carol Rigby
(Tim Knight)","14Sep2018
08Mar2019",,,,,,,,,,,,,,,
273,Iqaluit,,Frobisher Bay,ᐃᖃᓗᐃᑦ,Inuit,"City, Qikiqtaaluk",South Baffin Inuktitut,Nunavut Land Claim Agreement (NLCA),n/a,,63°44′55″N 068°31′11″W Nunavut,"ICSP Toolkit Community Profiles http://www.buildingnunavut.com/en/communityprofiles/communityprofiles.asp
GN document ""Community_Name""
Wikipedia","Inuktitut name means ""place of fish."" Inuktitut name adopted in 1987.",Carol Rigby,08Mar2019,,,,,,,,,,,,,,,
274,Iskatewizaagegan #39 Independent First Nation,,"Iskatewizaagegan First Nation
Iskatewizaagegan No. 39 Independent First Nation
Shoal Lake 39 First Nation
Shoal Lake No. 39 First Nation
Shoal Lake No. 39 (Iskatewizaagegan)",,"Anishnabek
Ojibway","Grand Council of Treaty 3
Bimose Tribal Council","Ojibwemowin
English",Treaty 3,154,"Agency 30
Shoal Lake 34B2
Shoal Lake 39
Shoal Lake 39A","http://www4.rncan.gc.ca/search-place-names/unique/FESXJ
http://www4.rncan.gc.ca/search-place-names/unique/FETBP
http://www4.rncan.gc.ca/search-place-names/unique/FESWV
http://www4.rncan.gc.ca/search-place-names/unique/FESWX","http://www.firstnation.ca/shoal-lake-no-39-iskatewizaagegan
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=154",,Tim Knight,23Jan2019,,,,,,,,,,,,,,,
275,Iskut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Ivujivik,,,ᐃᕗᔨᕕᒃ,Inuit,"Kativik Regional Government
Makivik Corporation","Inuktitut
English
French",James Bay/Northern Quebec,n/a,,"Nunavik, Quebec","http://www.makivik.org/ivujivik
http://www.makivik.org/our-communities
http://www.krg.ca/iu/home-iu/nunavik-maps","Ivujivik: ""place where ice accumulates because of strong currents""","Carol Rigby
(Tim Knight)",10Mar2019,,,,,,,,,,,,,,,
277,James Bay and Abitibi/Temiscamingue Harvesting Areas,,,Abitibi Inland Métis Community,Métis,Métis Nation of Ontario,,,,,,,,,,,,,,,,,,,,,,,,
278,James Smith,,James Smith First Nation,,,Prince Albert Grand Council,,Treaty 6,370,,,https://www.pagc.sk.ca/first-nations/james-smith/,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
279,Jean Marie River,,,Behchokǫ̀,,,,Treaty 11,n/a,,62°50'N/116°03'W / 85-K,NWT Place Name Gazette,"Locality in Behchokǫ̀. From Hudson’s Bay Co. fort; for Dr. John Rae, 1813-93; Traditional pronounciation: beh-cho-konh; Translation: Mbehcho's place",Lisc Daley,14Sep2018,,,,,,,,,,,,,,,
280,K'ai Taile Dene,,"Athabasca Chipewyan First Nation,
thabasca Chipewyan Band",,Dene,Athabasca Tribal Council (ATC),"Athabascan Dene
English",Treaty 8,463,"Chipewyan 201
Chipewyan 201A
Chipewyan 201B
Chipewyan 201C
Chipewyan 201D
Chipewyan 201E
Chipewyan 201F
Chipewyan 201G","http://www4.rncan.gc.ca/search-place-names/unique/IAUDR
http://www4.rncan.gc.ca/search-place-names/unique/IAUDS
http://www4.rncan.gc.ca/search-place-names/unique/IAUDT
http://www4.rncan.gc.ca/search-place-names/unique/IAUDU
http://www4.rncan.gc.ca/search-place-names/unique/IAUDV
http://www4.rncan.gc.ca/search-place-names/unique/IAUDW
http://www4.rncan.gc.ca/search-place-names/unique/IAUDX
http://www4.rncan.gc.ca/search-place-names/unique/IAUDY","https://www.acfn.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=463
http://atcfn.ca/",,,May. 2019,,,,,,,,,,,,,,,
281,K'ómoks First Nation,,"Comox (Sathloot, Sasitla, Ieeksun, Puntledge, Cha'chae, and Tat'poos)",Kw’umuxws,Coast Salish: K'omoks,"Kwakiutl District Council, Nanwakolas Council","ʔay̓aǰuθəm 
Éy7á7juuthem (island)
English",Unceded territory,624,"Comox 1
Goose Spit 3
Pentledge 2
Salmon River 1 (K'ómoks)","http://www4.rncan.gc.ca/search-place-names/unique/JDKPU
http://www4.rncan.gc.ca/search-place-names/unique/JDKPO
http://www4.rncan.gc.ca/search-place-names/unique/JDKPP
http://www4.rncan.gc.ca/search-place-names/unique/JDKPR","http://www.komoks.ca/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=624",,"Morning Star Padilla
Tim Knight","10Aug2018
18Jun2019",,,,,,,,,,,,,,,
282,Ka:’yu:’k’t’h’/ Che:k’tles7et’h’,,Cheklesaht/Kyuquot,,Northern Region,"Nuu-chah-nulth Tribal Council, Maa-nulth First Nations Treaty Society",Nuučaan̓uɫ,,,,,http://www.kyuquotbc.ca/,Kyuquot,Morning Star Padilla,24Aug2018,,,,,,,,,,,,,,,
283,Kahkewistahaw,,Kahkewistahaw First Nation,,,Yorkton Tribal Council,,,362,,,,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
284,Kainai First Nation,,Blood Tribe,,Blackfoot,,"Blackfoot
English",Treaty 7,435,"Blood 148
Blood 148A","http://www4.rncan.gc.ca/search-place-names/unique/IAUBK
http://www4.rncan.gc.ca/search-place-names/unique/IAUBL","http://bloodtribe.org/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=435
http://www.makingtreaty7.com/",,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
285,Kakisa,,,Ikaahuk,,,,Treaty 11,n/a,,71°59'N/125°14'W / 97-G,NWT Place Name Gazette,"For schooner Mary Sachs, Canadian Arctic Expedition, beached 1914.; Traditional pronounciation: ih-kah-hook; Translation: place to which you cross",Lisc Daley,14Sep2018,,,,,,,,,,,,,,,
286,Kanaka Bar,,,,,,Nłeʔkepmxcin,,,,,http://www.ashcroftband.ca/our-history/,Near Lytton,Morning Star Padilla,16Aug2018,,,,,,,,,,,,,,,
287,Kangiqsualujjuaq,,,ᑲᖏᕐᓱᔪᐊᓗᑦᔪᐊᖅ,Inuit,"Kativik Regional Government
Makivik Corporation","Inuktitut
English
French",James Bay/Northern Quebec,n/a,,"Nunavik, Quebec","http://www.makivik.org/kangiqsualujjuaq
http://www.makivik.org/our-communities
http://www.krg.ca/iu/home-iu/nunavik-maps","Kangiqsualujjuaq: ""very large bay""","Carol Rigby
(Tim Knight)",10Mar2019,,,,,,,,,,,,,,,
288,Kangiqsujuaq,,Wakeham Bay,ᑲᖏᕐᓱᔪᐊᖅ,Inuit,"Kativik Regional Government
Makivik Corporation","Inuktitut
English
French",James Bay/Northern Quebec,n/a,,"Nunavik, Quebec",http://www.makivik.org/kangiqsujuaq/ http://www.makivik.org/our-communities/ http://www.krg.ca/iu/home-iu/nunavik-maps,"Kangisujuaq: ""the large bay""","Carol Rigby
(Tim Knight)",10Mar2019,,,,,,,,,,,,,,,
289,Kangirsuk,,,ᑲᖏᕐᓱᖅ,Inuit,"Kativik Regional Government
Makivik Corporation","Inuktitut
English
French",James Bay/Northern Quebec,n/a,,"Nunavik, Quebec","http://www.makivik.org/kangirsuk
http://www.krg.ca/iu/home-iu/nunavik-maps","Kangirsuk: ""the bay""","Carol Rigby
(Tim Knight)",10Mar2019,,,,,,,,,,,,,,,
290,Kapawe'no First Nation,,,,Cree,Lesser Slave Lake Indian Regional Council,"Nêhîyawêwin/ Nehiyawewin (Cree)
English",Treaty 8,452,"Reserves: Kapewe'no First Nation 150B
Kapewe'no First Nation 150C
Kapewe'no First Nation 150D
Kapewe'no First Nation 229
Kapewe'no First Nation 230
Kapewe'no First Nation 231",,"https://www.kapaweno.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=452","North Central Alberta - Grouard; Kapewe'no First Nation 150B (8km NW of Lesser Slave Lake); Kapewe'no First Nation 150C (N of Buffalo Bay and 17 miles NE of High Prairie TWP 76 Range 15 W5M); Kapewe'no First Nation 150D (13km NW of Lesser Slave Lake); Kapewe'no First Nation 229 (27km NE of High Praire at the NW corner of Lesser Slave Lake); Kapewe'no First Nation 230 (25km NE of High Prairie at the NW corner of Lesser Slave Lake); Kapewe'no First Nation 231 (on north shore of Lesser Slave Lake, approx 86km N of Swan Hills, Alberta)",Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
291,Kasabonika Lake First Nation,,"Gasabaanakaa Nistam Anišininiwaad
Kasabonika First Nation
Kasabonika Lake",,"Anishnabek
Oji-Cree","Nishnawbe-Aski Nation
Shibogama First Nations Council","Anishininimowin
English",Treaty 9,210,Kasabonika Lake,http://www4.rncan.gc.ca/search-place-names/unique/FESYY,"http://www.kasabonika.ca
http://www.firstnation.ca/kasabonika-lake
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=210",Used for references from Wikipedia article.,Tim Knight,23Jan2019,,,,,,,,,,,,,,,
292,Kashechewan First Nation,,,,Cree,"Nishnawbe-Aski Nation
Mushkegowuk Council","Cree
English",Treaty 9,n/a,,,http://www.firstnation.ca/kashechewan,,Tim Knight,23Jan2019,,,,,,,,,,,,,,,
293,Kaska Dena,,,Denek'éh,,,,,,,,,,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
294,Katzie First Nation,,,"Katyie
q̓íc̓əy̓",Coast Salish,,"Halq'eméylem hən̓q̓əmin̓əm̓
English",,563,"Barnston Island 3
Graveyard 5
Katzie 1
Katzie 2
Pitt Lake 4","http://www4.rncan.gc.ca/search-place-names/unique/JDKEH
http://www4.rncan.gc.ca/search-place-names/unique/JDKEB
http://www4.rncan.gc.ca/search-place-names/unique/JDKEI
http://www4.rncan.gc.ca/search-place-names/unique/JDJGV
http://www4.rncan.gc.ca/search-place-names/unique/JDKEC","https://www.katzie.org/
https://bcafn.ca/community/katzie/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=563",Community website unavailable not archived on Internet Archive.,"Morning Star Padilla
Tim Knight","10Aug2018
19Jun2019",,,,,,,,,,,,,,,
295,Kawacatoose,,Kawacatoose First Nation,,,Touchwood Agency Tribal Council,,Treaty 4,393,,,http://www.touchwoodagency.ca/kawacatoose.html,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
296,Kawadacha,,"Fort Ware, Fort Grahame",,Sekani,Kaska Collaboration Agreement,Tse’khene / Beaver (Dunne-za_,,,,,http://www.kwadacha.com/,Fort Ware,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
297,Kebaowek First Nation,,"Eagle Village
Kebaowek First Nation (Eagle Village)
Eagle Village First Nation",,Algonquin,Algonquin Anishinabeg Nation Tribal Council,"English
Algonquin
French.",,65,,"Indian Reserve, ""Eagle Village First Nation-Kipawa"" http://www4.rncan.gc.ca/search-place-names/unique/ESKIY","http://kebaowek.ca/AboutUs.html
http://www.anishinabenation.ca/en/the-algonquin-communities/kebaowek-first-nation-eagle-village/
http://fnp-ppn.aadnc-aandc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=65
https://www.aadnc-aandc.gc.ca/Mobile/Nations/profile_eaglevillagekipawa-eng.html",,Robin Desmeules,28May2019,,,,,,,,,,,,,,,
298,Keeseekoose,,Keeseekoose First Nation,,,Yorkton Tribal Council,,,367,,,,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
299,Keeseekoowenin Ojibway First Nation,,,Riding Mountain Band,Ojibwe,West Region Tribal Council,,Treaty 2,286,(IR) 61; IR 61A and IR 61B.,,"https://en.wikipedia.org/wiki/Keeseekoowenin_Ojibway_First_Nation
https://www.aadnc-aandc.gc.ca/eng/1357840941888/1360161661440",Latitude: 50.549Longitude: -100.299,,,,,,,,,,,,,,,,,
300,Keewatin Tribal Council,,,,,,,,,,,http://www.ktc.ca/,,,,,,,,,,,,,,,,,,
301,Keewaytinook Okimakanak,,KO Nations,,Oji-Cree,,"Anishininimowin
English",,,,,http://kochiefs.ca/,"Website lists these member Nations:
· Deer Lake First Nation
· For Severn First Nation
· Keewaywin First Nation
· McDowell Lake First Nation
· North Spirit Lake First Nation
· Poplar Hill First Nation",,,,,,,,,,,,,,,,,
302,Keewaywin First Nation,,"Kee-Way-Win
Kee-Way-Win First Nation",,"Anishnabek
Ojibway
Cree","Nishnawbe-Aski Nation
Keewaytinook Okimakanak",English,Treaty 9,325,Keewaywin,http://www4.rncan.gc.ca/search-place-names/unique/FEVJB,"http://keewaywin.firstnation.ca
http://www.firstnation.ca/kee-way-win
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=325","""Sandy Lake First Nation Band members separated from Sandy Lake First Nation to form Keewaywin First Nation.""--Wikipedia",Tim Knight,23Jan2019,,,,,,,,,,,,,,,
303,Kehewin Cree Nation,,,,Cree,Confederacy of Treaty Six First Nations,"Nêhîyawêwin/ Nehiyawewin (Cree)
English",Treaty 6,466,"Blue Quills First Nation Indian Reserve
Kehewin 123","http://www4.rncan.gc.ca/search-place-names/unique/IAUFC
http://www4.rncan.gc.ca/search-place-names/unique/IZAAT","http://www.kehewincreenation.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=466",,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
304,Kenora Métis Nation of Ontario Charter Community,,Kenora Métis Community,,Métis,Métis Nation of Ontario,,,,,,,,,,,,,,,,,,,,,,,,
305,Kettle & Stony Point First Nation,,"Anishnaabeg of Kettle and Stony Point First Nation
Chippewas of Kettle and Stony Point
Kettle and Stony Point First Nation",,"Anishnabek
Ojibway","Union of Ontario Indians
Southern First Nations Secretariat","Anishininimowin
English",Upper Canada Treaties Area 2,171,Kettle Point 44,http://www4.rncan.gc.ca/search-place-names/unique/FESWA,"https://kettlepoint.org/
http://www.firstnation.ca/kettle-and-stony-point
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=171",Anishnaabeg' used for reference from Wikipedia article.,Tim Knight,20Jan2019,,,,,,,,,,,,,,,
306,Kiashke Zaaging Anishinaabek,,"Gayaashki-zaagiing Anishinaabeg
Gull Bay
Gull Bay (Kiashke Zaaging Anishinaabek)
Gull Bay First Nation",,"Anishnabek
Ojibway","Union of Ontario Indians
Nokiiwin Tribal Council","Ojibwemowin
English",Robinson-Superior Treaty,188,Gull River 55,http://www4.rncan.gc.ca/search-place-names/unique/FESYV,"http://www.firstnation.ca/gull-bay-kiashke-zaaging-anishinaabek
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=188",Used for reference from Wikipedia article.,Tim Knight,23Jan2019,,,,,,,,,,,,,,,
307,Kikino Métis Settlement,,,,Métis,Metis Settlements General Council,"Nêhîyawêwin/ Nehiyawewin (Cree)
English",,,Kikino Métis Settlement,http://www4.rncan.gc.ca/search-place-names/unique/IATIZ,http://msgcweb.ca/,North-eastern Alberta where it shares a boundary with Buffalo Lake Metis Settlement.,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
308,Kimmirut,,Lake Harbour,ᑭᒻᒥᕈᑦ,Inuit,"Hamlet, Qikiqtaaluk Region, NLCA",South Baffin Inuktitut,Nunavut Land Claim Agreement (NLCA),n/a,,62°50′48″N 069°52′07″W Nunavut,"ICSP Toolkit Community Profiles http://www.buildingnunavut.com/en/communityprofiles/communityprofiles.asp
GN document ""Community_Name""
Wikipedia","Inuktitut name means ""heel"" referring to a rocky outcrop near the hamlet. Inuktitut name adopted 1 January 1996.",Carol Rigby,08Mar2019,,,,,,,,,,,,,,,
309,Kingfisher Lake First Nation,,"Giishkimanisiiwaaboong
Kingfisher First Nation
Kingfisher Lake",,"Anishnabek
Oji-Cree","Nishnawbe-Aski Nation
Shibogama First Nations Council",Anishininimowin,Treaty 9,212,"Kingfisher 2A
Kingfisher 3A
Knigfisher Lake 1","http://www4.rncan.gc.ca/search-place-names/unique/FEVLS
http://www4.rncan.gc.ca/search-place-names/unique/FEVLU
http://www4.rncan.gc.ca/search-place-names/unique/FESYZ","http://www.firstnation.ca/kingfisher-lake
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=212",Used for reference from Wikipedia article.,Tim Knight,23Jan2019,,,,,,,,,,,,,,,
